date,locality,state,location_detail,online,type,title,macroevent,actors,organizations,participants,claims,valence,issues,issues_major,size_text,size_low,size_high,size_mean,size_cat,arrests,arrests_any,injuries_crowd,injuries_crowd_any,injuries_police,injuries_police_any,property_damage,property_damage_any,chemical_agents,participant_measures,police_measures,participant_deaths,police_deaths,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,source_18,source_19,source_20,source_21,source_22,source_23,source_24,source_25,source_26,source_27,source_28,source_29,source_30,notes,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code
2024-01-06,Arcata,CA,Arcata Plaza,0,rally; march,Rally and March for Palestine,NA,NA,NA,NA,"for ceasefire and humanitarian aid to Gaza, for ending U.S. aid to Israel, for Palestinian liberation",0,foreign affairs,foreign affairs,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.indybay.org/newsitems/2023/11/06/18860127.php,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rally and March for Palestine every Saturday starting Nov 11,40.866517,-124.08284,Arcata,Humboldt County,CA,06023
2021-05-14,Wooster,OH,Wooster Square,0,demonstration,NA,NA,Wayne County Racial Justice Coalition,Wayne County Racial Justice Coalition,NA,against racism,1,racism,racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,online submission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.798237,-81.9399145,Wooster,Wayne County,OH,39169
2020-12-05,Oklahoma City,OK,"Oklahoma City Fraternal Order of Police, 1624 S Agnew Ave",0,protest,NA,NA,general protesters,NA,NA,"against police violence, for police accountability, for justice for Stavian Rodriguez",1,policing,NA,dozens,24,24,24,1,0.0,0,0.0,0,0.0,0,0,0,NA,NA,NA,NA,NA,https://www.news9.com/story/5fcc5ce85b16cf2686f9699a/groups-hold-protest-following-police-killing-of-okc-teenager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4675602,-97.5164276,Oklahoma City,Oklahoma County,OK,40109
2020-09-25,Los Angeles,CA,William S. Hart Park,0,march,NA,NA,general protesters,NA,NA,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,policing; racism,NA,about 50,50,50,50,1,10.0,1,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://abc7.com/hollywood-protest-video-protester-hit-car-drives-through-crowd/6571086/,https://losangeles.cbslocal.com/2020/09/25/los-angeles-breonna-taylor-protesters-arrested-night-3-west-hollywood/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.052234,-118.243685,Los Angeles,Los Angeles County,CA,06037
2018-03-14,Albany,NY,techvalleyhigh,0,walkout,NA,NA,students,NA,NA,"against gun violence in schools, for gun control",1,education; guns,NA,NA,44,53,48,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,National Women's March,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.652579,-73.756232,Albany,Albany County,NY,36001
2017-12-24,New Castle,NY,Gov. Cuomo's house,0,protest,NA,NA,general protestors,NA,NA,Protesting proposed pipeline,0,energy; environment,NA,about 25,25,25,25,1,0.0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://kaplanherald.com/2017/12/26/pipeline-vigil-at-cuomos-home-in-new-fortress/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.188961,-73.783086,NA,Westchester County,NY,36119
2019-01-24,Mendocino,CA,Ukiah campus,0,informational picket,NA,NA,Mendocino College workers,NA,NA,Contract negotiations,0,labor,NA,NA,NA,NA,NA,0,0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.mendovoice.com/2019/01/mendocino-college-workers-will-hold-informational-picket-thursday/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.307674,-123.799459,Mendocino,Mendocino County,CA,06045
2023-08-31,Newark,NJ,Newark Liberty Airport,0,rally,NA,NA,Association of Professional Flight Attendants; flight attendants,Association of Professional Flight Attendants,flight attendants,"for a fair contract for United Airlines flight attendants, for better working conditions, on hold is getting old, when it rains United folds, delay / delay / delay / is not OK",0,labor; transportation,labor; transportation,count video,80,100,90,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.youtube.com/watch?v=chhr6-DUohM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,part of day of action,40.735657,-74.1723667,Newark,Essex County,NJ,34013
2020-06-02,Blacksburg,VA,Blacksburg Police Department,0,protest,NA,NA,general protesters,NA,NA,antiracism; against police brutality,1,policing; racism,NA,nearly 100,100,100,100,2,0.0,0,0.0,0,0.0,0,0.0,0,NA,NA,NA,NA,NA,https://wset.com/news/local/community-leaders-in-blacksburg-advocate-for-positive-change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.229573,-80.413939,Blacksburg,Montgomery County,VA,51121
2022-01-15,Arvada,CO,15200 W 64th Ave,0,strike; picket,NA,NA,United Food and Commercial Workers Local 7,United Food and Commercial Workers Local 7,NA,"for higher pay for workers at King Soopers and City Market grocery stores, against unfair labor practices, for better health insurance",0,healthcare; labor,healthcare; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://coloradosun.com/2022/01/11/king-soopers-union-workers-strike-business-profits/,https://www.cpr.org/2022/01/11/king-soopers-strike-colorado-stores/,https://twitter.com/UFCW_7/status/1481252475713867776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.802764,-105.087484,Arvada,Jefferson County,CO,08059
2022-07-01,Cheyenne,WY,Wyoming State Capitol,0,rally,NA,NA,Wyoming’s Women's March; Wyoming Equality; Unitarian Universalist Church of Cheyenne,Wyoming’s Women's March; Wyoming Equality; Unitarian Universalist Church of Cheyenne,NA,"against overturning Roe v. Wade, for reproductive rights, our bodies our choice, walk in her shoes, abort the court, mother by choice mother for choice, no second-class citizens in the U.S., guns have more rights than women, keep your rosaries off my ovaries, forced pregnancy is a crime, who made you the coochie boss, never again [hanger], we won't go back, protect the people that already exist, keep your laws off my body, pregnancy begins with a ___ regulate that, ask my rapist why he didn't keep my legs together, you can't ban abortions only safe ones, your god gave you free will you have no right to take ours, you wouldn't regulate my uterus if it could shoot bullets",1,guns; judiciary; religion; reproductive rights; sexual violence; women's rights,judiciary; reproductive rights,over 100,100,100,100,2,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.wyomingnewsnow.tv/2022/07/02/reproductive-rights-rally-front-capitol-building-calls-equality/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.139981,-104.820246,Cheyenne,Laramie County,WY,56021
2022-07-30,Portland,OR,Shemanski Park,0,rally,Medicare for All Rally,NA,Medicare for All PDX; Physicians for a National Health Program Oregon; Nurses for Single Payer; Portland Jobs with Justice; DSA Portland; Pro-Choice Oregon; Democratic Party of Oregon; American Federation of Teachers; Portland Raging Grannies; elected officials,Medicare for All PDX; Physicians for a National Health Program Oregon; Nurses for Single Payer; Portland Jobs with Justice; DSA Portland; Pro-Choice Oregon; Democratic Party of Oregon; American Federation of Teachers; Portland Raging Grannies,elected officials,"for Medicare for all, for healthcare justice",1,healthcare,healthcare,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/events/434884671780442/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medicare for All Rally,45.515232,-122.6783853,Portland,Multnomah County,OR,41051
2023-07-30,Seattle,WA,Cal Anderson Park; Seattle Convention Center,0,rally; march,People Over Profit! Seattle Counter Summit Against APEC,NA,Pacific Northwest People Over Profit Coalition; Workers World Party; International League of Peoples' Struggle; Resist U.S.-Led War Movement; Anakbayan; International Migrants Alliance,Pacific Northwest People Over Profit Coalition; Workers World Party; International League of Peoples' Struggle; Resist U.S.-Led War Movement; Anakbayan; International Migrants Alliance,NA,"against Asia-Pacific Economic Cooperation forum, against Indo-Pacific Economic Framework for Prosperity, against imperialism, against war, against capitalism, no to APEC, migrants over profits, shut down APEC / no war on China, no to APEC!, APEC out of Seattle, out of Seattle / out of Pacific, workers unite against APEC, free free Palestine, green capitalism will not solve the crisis, no rigged trade deals, Mexico flag, walls protect profits not people, no to PEF, end forced migration",0,economy; environment; foreign affairs; immigration; labor; military,economy; foreign affairs; military,hundreds; around 500,200,500,350,2,NA,0,NA,0,NA,0,NA,0,0,drums; megaphones; marched in street; inflatable orcas,NA,NA,NA,https://www.workers.org/2023/07/72096/,https://www.kiro7.com/news/local/seattle-activists-deliver-10000-signatures-against-asia-pacific-economic-cooperation/YGLEDMIBXJCQ3H4TWPVP7INFEU/,https://www.instagram.com/p/CvV63ZlJ2Wh/,https://www.instagram.com/p/CvVwjWtJxV4/,https://www.instagram.com/p/CvWSfk0J1Sb/,https://www.realchangenews.org/news/2023/08/02/apec-forum-draws-protests-against-potential-free-trade-pacts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,People Over Profit! Seattle Counter Summit Against APEC,47.6061389,-122.3328481,Seattle,King County,WA,53033
2022-03-13,Dover,DE,Wesley Church Educational Center,0,vigil,NA,NA,Central Delaware Interfaith Alliance; Islamic Society of Central Delaware; St. Andrews Lutheran Church; leaders and parishioners from across a variety of faiths and denominations,Central Delaware Interfaith Alliance; Islamic Society of Central Delaware; St. Andrews Lutheran Church,leaders and parishioners from across a variety of faiths and denominations,in support of the people of Ukraine,0,foreign affairs,foreign affairs,dozens,24,24,24,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.delawareonline.com/story/news/2022/03/14/pray-ukraine-dover-vigil-gathers-religious-leaders-and-residents/7002181001/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.158168,-75.524368,Dover,Kent County,DE,10001
2022-10-07,Portland,OR,Pioneer Courthouse Square,0,rally,Friday Rally for Peace and Justice,NA,Peace and Justice Works Iraq Affinity Group,Peace and Justice Works Iraq Affinity Group,NA,"for peace, for justice, against war",0,military,military,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://pjw.info/guantanamo21yl.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friday Rally for Peace and Justice every Friday since November 2001,45.515232,-122.6783853,Portland,Multnomah County,OR,41051
2021-11-02,Washington,DC,The White House,0,hunger strike,Hunger Strike 4 Climate Justice,NA,Sunrise Movement,Sunrise Movement,NA,"for climate justice, for passage of climate measures in federal Build Back Better legislation",1,environment; legislative,environment; legislative,NA,5,5,5,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/HungerStr1ke/status/1455618356510445568,https://twitter.com/notabbyqueereye/status/1455307457442590725,https://www.washingtonpost.com/local/young-people-hunger-strike-climate/2021/11/03/de8bbe78-3cd4-11ec-a493-51b0252dea0c_story.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hunger Strike 4 Climate Justice ended on this date,38.9071923,-77.0368707,Washington,District of Columbia,DC,11001
2023-01-25,Columbus,OH,"Ohio Union, The Ohio State University",0,protest,NA,NA,Students for Life Ohio; students,Students for Life Ohio,students,"against abortion, stop promoting risky sex, the future is anti-abortion",2,reproductive rights,reproductive rights,about a dozen,12,12,12,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.thelantern.com/2023/01/students-anti-abortion-protesters-attend-usg-reproductive-rights-event/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,outside panel event on reproductive rights in Ohio,39.961176,-82.998794,Columbus,Franklin County,OH,39049
2023-09-14,Marietta,GA,"Cobb County School District, 514 Glover St",0,demonstration,Replace Ragsdale,20230914-marietta-schoolsupe,Cobb Community Care Coalition,Cobb Community Care Coalition,NA,"for resignation of Cobb County School District superintendent Chris Ragsdale, for LGBTQ+ inclusion in schools, for lifting ban on critical race theory and 1619 Project in schools, against removal of books from school libraries, Ragsdale is wrong, replace Ragsdale!, diverse books are essential, ban bias not books / Cobb stands for affirming schools, I'm a CCSD teacher who can't risk my job to say it publicly but Chris Ragsdale's leadership is harming students and enabling various -isms, Floresta is a failure, fire Chris Dowd, Ragsdale there's a policy for evaluating books - use it",1,economy; education; labor; lgbtqia; racism,education; lgbtqia; racism,around 20; about two dozen,20,24,22,1,NA,0,NA,0,NA,0,NA,0,0,megaphone,NA,NA,NA,https://www.mdjonline.com/news/education/dueling-factions-protest-outside-cobb-schools-office/article_00f5467a-533d-11ee-8e66-c345d9d4f5a4.html,https://georgiarecorder.com/2023/09/14/cobb-protesters-complain-school-superintendent-sidestepped-formal-process-to-allow-a-tiktok-book-challenge/,https://cobbcountycourier.com/2023/09/replace-ragsdale-rally-planned-for-cobb-school-board-meeting/,https://www.timesfreepress.com/news/2023/sep/17/cobb-protesters-complain-superintendent/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replace Ragsdale in conjunction with school board meeting,33.952602,-84.549933,Marietta,Cobb County,GA,13067
2023-06-30,Manchester,NH,"WMUR News 9, 100 S Commercial St",0,demonstration,Fake News Friday Flag Wave,NA,NA,NA,NA,"against WMUR New 9, against fake news",2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,flag wave,NA,NA,NA,https://nhpatriothub.org/events-calendar/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fake News Friday Flag Wave every Friday since 2022-09-23,42.99564,-71.454789,Manchester,Hillsborough County,NH,33011
2021-10-15,Reno,NV,RTC 4th Street Station,0,strike; picket,NA,NA,Teamsters Local 533; bus drivers,Teamsters Local 533,bus drivers,"against unfair labor practices by Keolis North America, against changes to scheduling protocols for city bus drivers",0,labor; transportation,labor; transportation,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://thisisreno.com/2021/09/teamsters-strike-again-bringing-rtc-buses-to-a-halt/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.529919,-119.8142691,Reno,Washoe County,NV,32031
2021-04-05,Cleveland,OH,Progressive Field,0,protest,NA,NA,Cleveland American Indian Movement,Cleveland American Indian Movement,NA,"for returning land stolen from American Indian nations, against use of Indian as sports team mascot, against racism",1,indigenous peoples; racism; sports,indigenous peoples; racism; sports,count video,10,15,12,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.news5cleveland.com/sports/baseball/indians/cleveland-american-indian-movement-to-protest-outside-progressive-field-before-home-opener,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.49932,-81.694361,Cleveland,Cuyahoga County,OH,39035
2019-12-17,South Venice,FL,Walmart Corner of US 41 and Jacaranda Blvd,0,protest,NA,NA,NA,NA,NA,pro-impeachment,1,presidency,NA,700+,700,700,700,2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://act.moveon.org/event/impeach-and-remove-attend/,https://twitter.com/FISHBOY65/status/1207099842541084672,https://twitter.com/EnglewoodFLInd/status/1207102455210815489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0531128,-82.4242627,South Venice,Sarasota County,FL,12115
2021-03-27,New York,NY,"Far Rockaway Beach 67, Queens",0,paddle-out,Paddle Out for Asian Solidarity,NA,Benny's Surf Club,Benny's Surf Club,NA,against anti-Asian racist violence,1,racism,racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CM5j71iHA9b/,https://www.instagram.com/p/CNGMkkqDYh3/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paddle Out for Asian Solidarity,40.7127753,-74.0059728,New York,NA,NY,36081
