text,cmp_code,id,immigration_related
"while reducing the number of MPs to 600, similar to other Western democratic chambers.",202.1,51620_201706,FALSE
"Advances in technology have led to vast improvements in our standard of living,",411,62623_201510,FALSE
"The greatest asset of our health service is the staff who go above and beyond, in challenging circumstances, to deliver excellent care.",701,51340_201912,FALSE
Families should be able to raise their children without fear of sexual predators in our communities.,605,62623_200601,FALSE
An AFP Online Targeting Team to identify perpetrators online and collect evidence;,605.1,63620_201607,FALSE
More than $1.8 billion in cash flow support will flow from reducing the level of tax instalments small business and sole traders are required to pay in 2022-23.,402,63620_202205,FALSE
"Dans sa plateforme électorale de 2004, le Parti conservateur canadien (PCC) proposait d’éliminer la taxe sur la sûreté aérienne et,",105,62901_200810,FALSE
End all anti-asylum seeker and anti-immigrant laws and bias by the state.,705,53021_201102,FALSE
"Provide better support for the restoration and planting of new hedgerows to provide biodiversity corridors, carbon shelters and nutrients in our agricultural system.",501,53110_202002,FALSE
Insurance reform,H,53951_202002,FALSE
"This will boost the leisure and cultural sectors,",502,51110_201912,FALSE
"Labor’s plan will take pressure off the family budget, help grow the economy by keeping more parents in work and ensure that all children continue to have access to two days of vital early education.",504,63320_201607,FALSE
where this is consistent with achieving their most important role – servicing domestic markets for healthy food and sustaining Canada’s agriculture resource base.,703,62110_200810,FALSE
The following financial incentives will be offered to encourage developers to build on brownfield sites:,402,51951_201505,FALSE
Peace and Iraq,NA,63110_200410,FALSE
"At the 2019-20 Federal Budget, we announced a $60 million boost to the Export Market Development Grants (EMDG) scheme.",402,63810_201905,FALSE
To care for our land and oceans we: are delivering the Agriculture Biodiversity Stewardship Package with more than $11 million in offers under the Carbon + Biodiversity Pilot,501,63810_202205,FALSE
That saves taxpayers in avoided road maintenance and means fewer road accidents.,411,63620_201905,FALSE
We are a proudly pro-European party and are unequivocally campaigning for Britain to Remain in the EU.,108,51110_201912,FALSE
The Agency focuses on priorities related to health promotion and chronic disease prevention and control.,504,62420_200601,FALSE
"En 2009-10, le déficit atteignait 56 milliards de $, soit le plus élevé de l’histoire canadienne.",305,62420_201105,FALSE
"It means catching students before they fall too far behind, and making sure students who are ahead are still challenged to reach their full potential.",506,63320_201607,FALSE
and the release of genetically modified crops into the environment.,416,51110_201505,FALSE
"We will conduct an inventory of all available federal lands and buildings that could be repurposed,",504,62420_201510,FALSE
We have committed record funding of $100 billion for infrastructure across the country to make sure hardworking Australians can spend more time at home with their families.,411,63810_201905,FALSE
Sport,NA,51902_200106,FALSE
implement pest and weed control,501,63620_202205,FALSE
Conflicts in the Middle East have created special political and military challenges for the people of Pakistan.,107,61620_202011,FALSE
"Il a entrepris des négociations d'accords de libre-échange avec 29 pays, dont plusieurs ont été conclus.",305,62901_201105,FALSE
and will introduce a systematic auditing system to ensure the best return on Exchequer spending.,303,53320_201102,FALSE
Continue to work for full implementation of the Good Friday Agreement.,301,51210_201505,FALSE
"Vigorously implement and improve, where necessary, the full range of ethics legislation.",304,53620_200705,FALSE
– Provide more scholarships to encourage young Aboriginal women and men to go to college and university;,605,62420_200601,FALSE
$750 million to build a forward support vessel.,104,63620_202205,FALSE
• Le NPD s'engage à travailler avec les provinces afin qu'il soit plus facile pour vous et votre employeur de faire des contributions volontaires à votre régime de retraite public personnel;,504,62320_201105,FALSE
safeguarding the integrity of sport.,502,63810_202205,FALSE
We are the only country in the Organization of Economic Cooperation and Development (OECD) with no national transportation strategy.,411,62110_200810,FALSE
"En fait, même le dollar canadien est imprimé en Allemagne !",409,62901_200810,FALSE
The poor are being forced out of their communities.,412,53231_202002,FALSE
and legislating our tough anti-trolling laws.,605.1,63621_202205,FALSE
and create more jobs.,701,63621_202205,FALSE
Establish a centrally funded Migration Impact Fund to help local communities to adjust to new migration and meet unexpected pressures on public services and housing.,504,51421_201706,FALSE
"Secured a record £23.9 billion last year from clamping down on tax evasion, avoidance and fraud,",403,51421_201505,FALSE
"and weapons that leave explosive remnants and toxic legacies in war-affected communities,",105,51110_201505,FALSE
"Labor will waive upfront fees for 100,000 students, enabling them to attend TAFE to access the education and skill development they need to assist them into employment.",506,63320_201905,FALSE
"Homes for all, including a new generation of fixed-term council housing linked to a new Right to Buy.",503,51620_201706,FALSE
Tenants will be expected to maintain a basic upkeep of the exterior of the house to avoid it and the surrounding neighbourhood being ruined by unsightly rubbish.,605.1,53620_202002,FALSE
"We will also implement further practical improvements to ensure a fairer, safe and secure nation for all Australians.",605,63320_201008,FALSE
Australia currently has the most generous property tax concessions in the world.,403,63320_201905,FALSE
"In reality, the annual student contribution charged more than trebled over the past decade, while the cost of living, particularly rent, has grown exponentially.",506,53951_202002,FALSE
"When our energy industry is revitalized, millions more Americans will find work in manufacturing, food production, metals, minerals, packaging, transportation and other fields – because of the jobs that will be created in, and as a result of, the energy sector. We are determined to create jobs,",701,61620_201211,FALSE
"In the meantime, it’s been young people who have consistently put the climate crisis back on the agenda with their inspirational climate strikes.",501,51421_201912,FALSE
Labor will:Convene a Creative Economy Summit to gather the best ideas to boost and accelerate Australia’s creative economy.,502,63320_201905,FALSE
"We will introduce a new system of selfevaluation, requiring all schools to evaluate their own performance year on year and publish information across a wide range of criteria including extra-curricular activities, special needs education, learning support, music or drama as well as exam performance in an annual school report.",506,53520_201102,FALSE
We will work with local communities to deliver the package.,402,63810_201607,FALSE
We would do this by directly employing HSE GPs.,504,53951_202002,FALSE
Under the Green Australia plan Australia’s rivers and waterways will be restored and clean enough to swim in within the next decade.,501,63110_202205,FALSE
"En décembre 2003, les Libéraux ont laissé mourir au feuilleton, pour une deuxième fois d’affilée, le projet de loi C-26 qui devait donner le mandat à l’Office national des transports du Canada de contrôler le bruit, les émissions et les vibrations créés par les wagons.",403,62901_200406,FALSE
Les Canadiens qui travaillent fort se préoccupent de plus en plus,NA,62623_201105,FALSE
and achieve a resolution of the softwood lumber dispute in accordance with Canadian and American legal rights and obligations.,407,62623_200601,FALSE
"In 2007, the government announced that it was prepared to use the federal trade and commerce power to strengthen the Canadian economic union.",407,62623_200810,FALSE
"Over the past decade, the Auditor General has repeatedly blown the whistle on Liberal corruption.",304,62623_200601,FALSE
"Over 150,000 small businesses have been set up since 1997.",000,51320_200106,FALSE
"Students will have to apply for the bursaries; they will be allocated to the 1,000 students who need them most.",506,63810_200711,FALSE
Help small businesses upskill staff with targeted skills development incentives.,402,63620_202205,FALSE
"More assisted living and 'step-down' facilities for those leaving in-patient care, and more supports for independent living for those with chronic mental health conditions.",504,53321_202002,FALSE
"Investing in Clean, Green Infrastructure: Fine Gael’s NewERA plan will help transform Ireland into a low carbon and competitive economy by investing an extra €7 billion into new modern infrastructure in areas such as energy and broadband.",416,53520_201102,FALSE
We will contribute $7.5 million for Stage 2 of the Rail Trail – from Old Casino Station to Back Creek Bridge at Bentley.,411,63621_201905,FALSE
a political system that refuses to be accountable to its citizens;,304,53321_201602,FALSE
"Increase the Standard Rate Income Tax band by €3,000 for a single person and €6,000 for a couple.",701,53620_202002,FALSE
and higher levels of participation for Indigenous suppliers and workers.,607.3,63810_201905,FALSE
Civil Partnership: We will amend tax law in a second Finance Act in 2011 to give effect to the rights for civil partners and cohabiting couples introduced in the Civil Partnership Act 2010.,705,53520_201102,FALSE
We must also make it easier for parents to build strong families through pay equity.,412,61320_199211,FALSE
and secure the entitlements of EU nationals in Britain and British nationals in the EU.,108,51620_201706,FALSE
"Recognising that an apprenticeship ought to be acknowledged as a valuable third level education and a better competency based approach for some trainee professionals, we propose a new innovative National Apprenticeships programme in line with the European Framework for Quality and Effective Apprenticeships to help meet workforce needs and skill shortages.",411,53321_202002,FALSE
by raising the Minimum Income Guarantee to £100 each week (£154 for couples) in 2003,706,51320_200106,FALSE
Guarantee that no-one will face unaffordable nursing home care costs.,504,53420_200705,FALSE
"En ce qui concerne le transport des marchandises, le réseau ferroviaire du Québec appartient majoritairement à deux grandes compagnies (Canadien Pacifique, Canadien National) qui possèdent des réseaux s’étendant à l’échelle continentale, et le gouvernement fédéral peut faire davantage pour promouvoir l’utilisation du rail dans les relations commerciales avec les États-Unis.",411,62901_200406,FALSE
Ottawa doit rapidement discuter avec le Québec pour décentraliser tout le système d’inspection des aliments et scinder le Canada en plusieurs régions sanitaires.,301,62901_200406,FALSE
We introduced a comprehensive environmental plan in January 2005.,501,62320_200601,FALSE
New Democrats believe that any climate change plan that leaves Canadian workers or regions behind is no plan at all.,701,62320_201910,FALSE
"We will put in train preparations for the 100th anniversary of the Easter Rising, in a manner that honours the contribution of the men and women of Easter Week,",601,53320_200705,FALSE
ONE STOP SHOP,H,63620_201607,FALSE
"We will govern for all Australians, not favour any particular group",606,63621_201309,FALSE
A further $362 million will be invested in the Trailblazer Universities program to drive commercialisation with industry partners.,411,63810_202205,FALSE
le Bloc Québécois fait du dossier autochtone l’une de ses priorités sur la scène fédérale depuis sa fondation.,705,62901_200810,FALSE
1.5 Aider les familles à réduire les coûts des factures énergétiques et des rénovations,NA,62320_201105,FALSE
"They will be enabled to allocate and manage staff with required flexibility, with management responsibilities delegated to teachers as school priorities require.",301,53320_201102,FALSE
Tax relief is being provided through two new 120 per cent bonus tax deductions for investments in external training and digital technologies.,402,63620_202205,FALSE
This includes our Trailblazer Universities program.,411,63621_202205,FALSE
Budget 2020 provides for up to 700 new Garda recruits.,605.1,53520_202002,FALSE
Approximately 10 per cent of Australian’s experiencing homelessness are from the veteran community—a shocking statistic.,504,63320_201607,FALSE
Canada needs to be aggressive in developing new technology,410,62623_201910,FALSE
"and, at the same time, produce jobs in the timber industry for countless families.",701,61620_202011,FALSE
There are significant gaps in rail connectivity at present.,411,53951_202002,FALSE
"Aujourd'hui, les personnes qui ont droit à la retraite sont de façon générale beaucoup plus actives et en santé qu'auparavant, et plusieurs souhaitent reporter leur retraite et demeurer présentes sur le marché du travail quelques années de plus, à temps partiel, ou le temps de transmettre leurs connaissances (mentorat).",701,62901_201105,FALSE
streamline reporting requirements,402,63810_202205,FALSE
"Rappelons que les entreprises établies à la Barbade sous la juridiction des International Business Corporation (IBC) payent entre 1 % et 2, 5 % d’impôt par année, contre un taux d’impôt combiné de 29, 9 % au Québec et au Canada.",407,62901_200601,FALSE
"We believe that strategy must be founded on the three P’s of population, participation and productivity.",408,51902_201912,FALSE
"Democrats are committed to helping the island rebuild and recover from the devastation wrought by Hurricanes Irma and Maria and the recent earthquakes,",301,61320_202011,FALSE
"Late last year Australia’s energy market operator said that half of the existing coal ﬂeet will close by 2030, and coal plants are bringing forward their closure dates at a rapid rate, yet there is still no plan for workers and communities.",701,63110_202205,FALSE
Implicit in the notion of social mobility is the idea that poverty and inequality are acceptable provided some people can climb the social ladder.,503,51320_201912,FALSE
Sinn Féin’s proposed reforms to our health system include a full and secure medical card for people with disabilities that cannot be lost where a person takes up employment.,504,53951_202002,FALSE
"Un grand nombre de parents se trouvent dans l’obligation de continuer à travailler pendant qu’ils élèvent leurs enfants, mais ils ne parviennent pas à trouver des garderies éducatives, de qualité et à prix abordable.",706,62420_201105,FALSE
The ratio of domestic to international visitors in the regions is as high as 19:1.,401,63810_201008,FALSE
"We will expand the tax relief available on commuter tickets to all commuters,",402,53520_200705,FALSE
"the threat of nuclear conflict,",104,51320_201706,FALSE
and law enforcement agencies,605.1,63620_202205,FALSE
Our development programs must be reexamined and restructured to assure that their benefits truly help those most in need to help themselves.,107,61320_199211,FALSE
Une nouvelle prestation d'assurance-emploi de six mois pour les soins familiaux.,504,62420_201105,FALSE
which would outlaw the promotion and operation of pyramid schemes.,403,53420_200705,FALSE
We<92>ve given the Ombudsman more resources to ensure a strong role in dispute resolution and mediation.,403,63810_202205,FALSE
"Depuis quelques années, le Bloc Québécois s'est fait le porte-parole à Ottawa de ceux qui considèrent que les représentants élus de la population doivent avoir la possibilité de se prononcer sur des accords internationaux conclus par le gouvernement fédéral en leur nom.",202,62901_200601,FALSE
We want local authorities to help create strong local economies.,301,51620_201505,FALSE
"The DPP will be given the function of advising a court, by reference to the sentencing guidelines, as to the accepted range of appropriate sentences for the offence committed in the circumstances of the case.",605,53320_200705,FALSE
"To prevent the growth of groups that meet the criteria for being designated terrorist organizations, we will continue to collaborate with like-minded countries and international organiza- tions to identify and criminalize these groups.",107,62420_201910,FALSE
IMPROVING TASMANIAN SCHOOLS-YOUR CHILD. OUR FUTURE,506,63320_201607,FALSE
"The Bush Administration was right to call for the ""transformation"" of the military.",305,61320_200411,FALSE
and will be funded through our investments in social infrastructure.,504,62420_201510,FALSE
"Not enough resources have been added, or risked, and the plan promises so much but gives little in the way of credible commitments and time-bound commitments.",601.1,53952_202002,FALSE
complaints by householders and businesses are effectively dealt with and consumers’ interests are represented in postal pricing policy.,403,53320_200705,FALSE
The Fund will also be used to increase the pace at which recovery plans are put in place and acted on which has all but ground to a halt under this government.,501,63320_201905,FALSE
"promote and protect the role of the International Criminal Court and encourage all nations, particularly the US, to ratify its statute.",107,63110_201008,FALSE
Banking Sector,H,53520_202002,FALSE
We will establish a regulator to implement and oversee the Unfair Trading Practices Directive.,403,53520_202002,FALSE
We are on track to deliver the Basin Plan – in full without needing to adjust the buyback cap.,703.1,63620_201905,FALSE
"This would slow the economy,",410,63620_201905,FALSE
"Big money is drowning out the voices of everyday Americans,",304,61320_201611,FALSE
$336 million for the Pacific Highway - Wyong Town Centre upgrade.,411,63810_202205,FALSE
"6.3.2 Le Bloc Québécois demande au gouvernement conservateur de cesser ses attaques mesquines et d'appuyer le développement d'une nouvelle prestation spéciale, afin que les parents et les conjoints de victimes puissent bénéficier d'un soutien financier pouvant aller jusqu'à 52 semaines lorsqu'ils sont dans l'incapacité de reprendre leurs activités en raison du drame important qu'ils vivent.",504,62901_201105,FALSE
and to the forces of,107,51902_200106,FALSE
"Under Labor, Australia’s Future Submarines will be built, maintained and sustained in Australia.",104,63320_201607,FALSE
but we do believe older Australians should be both encouraged and supported to be involved in the paid or community service workforce.,606.1,63901_202205,FALSE
"Our net debt-to-GDP ratio – currently at 30.9 per cent – is on a downward track, and we have laid out a new fiscal track that will see this fiscal anchor continue to decline even further.",414,62420_201910,FALSE
"Labor is committed to ensuring one in ten jobs on our priority projects will be filled by new apprentices, so young people from all across South Australia can learn the skills they need for the jobs of the future.",701,63320_201607,FALSE
Crime has increased dramatically in Alice Springs over the past year.,605.1,63620_202205,FALSE
and secure jobs.,701,61320_202011,FALSE
"A first principles review will: Rectify administrative, governance and process failings.",504,63320_201607,FALSE
"We will ensure all families who lose a baby are given the bereavement support they need, including a new entitlement to child bereavement leave.",504,51620_201706,FALSE
"Cependant, elle a ajouté qu'il faut faire plus pour réduire les délais d'attente pour d'autres traitements et procédures de diagnostic.",504,62623_201105,FALSE
Ils se partageront les coûts à 30 %-70 % lorsque le taux de couverture choisi se situe entre 70 % et 85 %.,301,62901_201105,FALSE
Nous sommes convaincus qu'elle choisira dans un avenir prochain de prendre en main tous les leviers nécessaires à son propre développement et nous désirons l'accompagner dans ce cheminement vers l'indépendance.,301,62901_201105,FALSE
"And the annual cap on child care subsidies has been removed, effective this financial year.",504,63621_202205,FALSE
Invest $14.3 million to expand the Rural Health Medical Training Program in aged care including to the Northern Territory and remote Queensland.,504,63620_202205,FALSE
Strong border policies to disrupt people smuggling and prevent illegal maritime arrivals.,104,63621_202205,FALSE
"The program links these individuals, who would previously be discharged to their own residence, with place-based community service providers.",605.1,63620_201905,FALSE
".  Schools, universities and colleges must remain in public ownership and be democratically controlled .",506,53231_201602,FALSE
And not a single balanced Budget.,414,63810_202205,FALSE
We also understand it is not just about large-scale infrastructure projects.,703.1,63621_201905,FALSE
We will also work towards this end by expanding the threshold for GP visit cards year on year.,504,53951_202002,FALSE
the Spencer Dock to Heuston rail interconnector,411,53110_200705,FALSE
"It is through education that we ensure the transmission of a culture, a set of values we hold in common.",601,61620_200811,FALSE
AAA credit rating.,414,63810_202205,FALSE
"Ensure you’re connected, wherever you are",411,63110_201905,FALSE
"“Liberal leader Justin Trudeau says Southwestern Ontario must move away from manufacturing,” London Free Press, January 21, 2015.",NA,62320_201910,FALSE
Asbestos remains a scourge in Australia and the Greens support the efforts of unions and those affected by asbestos in removing this deadly danger from the community,701,63110_201309,FALSE
"Social justice will maintain its priority in our core values and beliefs, incorporating:",503,63810_201008,FALSE
"We will create a dedicated family courts system aimed at reducing the prolonged stress and cost to families of separation and divorce, backed up by legislation directing families to mediation services prior to entering legal proceedings.",706,53951_201602,FALSE
And the number of students commencing in an Early Childhood Teacher qualification in 2021 is up 18.7 per cent on 2020 (or an additional 750 commencing graduates).,506,63621_202205,FALSE
POLICE AND SECURITY,H,51320_201912,FALSE
"Australia must have an independent regulatory framework for media, communications and advertising.",201,63110_201008,FALSE
"3 . Creation of a National Health Service free to all at the point of access, with greater investment in all areas including mental health, and the promotion of alternative treatments over prescribing medications;",504,53231_201602,FALSE
$20 million to Mitsui<92>s mid-west CCS Hub.,416.2,63810_202205,FALSE
State Labor governments in Victoria and Coalition Governments in New South Wales and South Australia have introduced or proposed the introduction of road-user charges that will only apply to electric vehicles.,416.2,63110_202205,FALSE
and to further commit to long term refugee resettlement beyond 2021.,201.2,51902_201912,FALSE
Implement improvements in human resource management which ensure that all public servants are helped to develop to the best of their ability.,503,53620_200705,FALSE
PUBLIC SERVICE BROADCASTING,H,53320_202002,FALSE
"Work with the broadcasters to formalise the process for Leaders' Debates in General Elections, helping ensure they happen and setting a clear threshold for those eligible to participate.",202,51421_201505,FALSE
Il aura fallu une bataille longue de 16 mois pour que le gouvernement libéral comprenne enfin le bon sens et accepte de n’imposer aucune condition au Québec.,301,62901_200601,FALSE
"By contrast, Labor has a positive plan to protect Medicare and ensure our world class universal health care system continues to deliver good health outcomes for South Australia into the future.",504,63320_201607,FALSE
"Productivity will go up when people running businesses have more time for innovation, customer sales and actually running their businesses because they will spend less time and money on unnecessary paper work with no real benefit",303,63620_201309,FALSE
"$7.1 million for the Adelaide River Catchment Water Allocation Plan, Northern Territory.",703.1,63621_202205,FALSE
"• la Loi sur l’accès à l’information devrait couvrir la totalité des sociétés d’État et des fondations, les agents du Parlement, les bureaux de député ainsi que les cabinets des ministres et du premier ministre;",202,62901_200601,FALSE
"Many trades face skills shortages - from carpenters and bricklayers, to bakers and pastry cooks.",506,63320_201905,FALSE
WORK AND STUDY,NA,53520_200705,FALSE
"Had the gap remained at Labor levels, women would be almost $70 worse off a week.",503,63810_202205,FALSE
"Les libéraux, en 2005, ont repoussé une première fois l'entrée en vigueur du règlement au 1er décembre 2007- Les conservateurs, en novembre 2007, ont repoussé son entrée en vigueur au 1er décembre 200Ç.",305,62901_201105,FALSE
"Deploy demand side management and significantly expand and improve the efficiency of the electricity grid, doubling its capacity so that it can distribute the increased electricity the UK will need",409,51110_201912,FALSE
Reward for Early Action,NA,63320_201008,FALSE
The Nationals will work with farmers and local communities to invest in long-term water infrastructure on farms where ageing infrastructure needs to be upgraded,411,63810_201309,FALSE
"Establish a voluntary register of rented property where either the landlord or the tenant can register the property, to improve enforcement and tax transparency.",403,51421_201505,FALSE
"Statistics compiled by the Victim Justice Network and the Canadian Women’s Foundation show that an esti- mated 362,000 children witness or experience family violence each year.",NA,62110_201910,FALSE
"A re-elected Morrison Government will re-double efforts through the G20 to fight exploitation of the internet for terrorist purposes, including by working with the private sector to remove terrorist content. This will put the 2017 Hamburg G20 Leaders’ Statement on Counter-Terrorism into action.",104,63810_201905,FALSE
Federal funding for skills should prioritise the TAFE system and the federal government needs to increase its funding to TAFE,506,63110_201309,FALSE
This is part of a deeper democratic malaise that needs to be addressed to restore citizen’s faith in democracy and centre ground politics.,202.1,53620_202002,FALSE
Cases will be referred to a three-person independent expert panel.,301,62420_200406,FALSE
HIRING CAREGIVERS,NA,62420_201510,FALSE
and introduce proper independent scientific monitoring of stocks in direct consultation with fishermen.,703,53951_200705,FALSE
"Culture, Heritage and the Gaeltacht20",NA,53320_202002,FALSE
Medicare access to allied health services is restricted in regional areas that lack GPs.,301,63810_201008,FALSE
We will also press for all recommendations in the APPG report to be implemented.,201.2,51902_201912,FALSE
"Working with provinces and territories to provide stable, long-term federal funds to create an additional 200,000 high quality, affordable, publicly funded child care spaces within four years.",504,62320_200406,FALSE
The Green Party will:,NA,53110_201102,FALSE
"A scientific review has identified a range of priority sites to fill the gaps in Australia's safe haven network, including the Victorian Alps, Darling Downs, Sturt Stony Desert and Flinders Ranges.",501,63810_201905,FALSE
We will introduce a Marine Minister’s Advisory Committee comprising of stakeholders and officials,301,53520_200705,FALSE
"Invest in education and treat problematic drug use as a health issue, not a crime, building on the successful approaches pioneered in numerous other countries.",605.2,51110_201912,FALSE
Labor’s Northern Australia Tourism fund will help build the tourism infrastructure that northern Western Australia needs to grow the sector and create jobs.,411,63320_201607,FALSE
••Augmentant le taux de prestations à 60 % et en basant les prestations sur les meilleures 12 semaines dans la période de référence;,504,62320_201105,FALSE
and in the pursuit of peaceful and prosperous lives for all.,108,51110_201912,FALSE
"Il néglige ses propres infrastructures, concentre ses fonctionnaires à Ottawa, ne garantit pas le service de téléphonie cellulaire en région, gère un régime d’assurance emploi qui ne procure ni assurance, ni emploi, laisse à leur sort les travailleurs âgés, a une fiscalité rigide et peu susceptible de soutenir les régions, et la liste pourrait continuer longtemps.",301,62901_200810,FALSE
and will not support any shutdowns of native forestry.,703.1,63810_202205,FALSE
But we are equally determined to offer learning opportunities to adults.,411,51320_200106,FALSE
force facilities covered by the Safeguard Mechanism to reduce their emissions through a sneaky carbon tax on facilities that support high-wage jobs for Australian workers.,402,63810_202205,FALSE
"The UK’s strengths in science, financial services, the creative industries and high-tech manufacturing mean that we should be well placed to build an economy that treats business as part of the solution",402,51421_201912,FALSE
when they can’t run the economy and they can’t manage money.,403,63620_201905,FALSE
Building the digital skills and capabilities of Australians,411,63620_202205,FALSE
"But British agriculture will only thrive in the longer term through a further, radical reorientation of the Common Agricultural Policy (CAP), away from distorting Europe-wide production subsidies towards more national responsibility for domestic farming, environmental and rural development priorities.",703,51320_200106,FALSE
"The Tarkine is one of the world’s great wild places, and it is unique.",501,63110_201309,FALSE
Competitiveness and Innovation,NA,53620_200705,FALSE
And in that one area alone the average homebuyer is paying $350 a month less as a result of the policies of this government and as a result of the fall in interest rates.,402,63620_200111,FALSE
"Comme la consommation globale d’énergie, qu’il s’agisse de l’électricité, de l’énergie tirée de la biomasse ou des énergies moins conventionnelles, continuera d’augmenter à un rythme s’apparentant à la croissance économique, une réduction de moitié de la part du pétrole signifie une réduction du tiers de la consommation de pétrole en chiffres absolus.",416,62901_200810,FALSE
"Fine Gael believes that work, rather than welfare, is the only sustainable route out of poverty.",401,53520_201602,FALSE
"National Traveller and Roma Inclusion Strategy: We will publish a revised National Traveller and Roma Inclusion Strategy, aimed at improving the lives of members of the Traveller and Roma communities.",503,53520_201602,FALSE
"Our social care sector is in crisis, with severe consequences for the quality of care, public finances, personal assets, pressures on unpaid carers of family and friends, and delays to discharging patients from hospitals.",504,51320_201706,FALSE
"– Expand the skills of Aboriginal people and their governments to manage their land, infrastructure and financing.",301,62420_200601,FALSE
and access the capital they need to grow.,402,61320_201211,FALSE
We urge Congress to bring federal compensation and benefits in line with the standards of most American employees.,401,61620_201611,FALSE
"Scotland has the world’s most ambitious emissions reductions targets in law,",501,51902_201912,FALSE
"Ireland has some strong geo-natural advantages in this area, and with the right policies the shift to a low carbon economy can produce high quality jobs.",416,53320_200705,FALSE
"Our hospitals are crumbling, equipment is outdated, IT systems are inadequate and community facilities are neglected.",504,51320_201912,FALSE
We gave a guarded welcome to the introduction of mortgage cap lending rules by the Central Bank.,403,53951_201602,FALSE
· Provide a government funded parental leave scheme based on 18 weeks of paid leave and 34 weeks of unpaid leave,504,63110_200711,FALSE
POSITIVE POLICY,H,63320_201607,FALSE
wishing to improve insulation of their homes and contribute towards a reduction in energy use.,416,53520_200705,FALSE
"A key element of our Future Made in Australia plan is a reliable, high speed NBN that will allow Australia to seize on the economic opportunities before us.",411,63320_202205,FALSE
Investing in infrastructure,NA,51902_201505,FALSE
"Under the scholarship program, young people in training hub areas will be eligible to apply for a scholarship to undertake an eligible VET Approved Program of Study.",411,63620_201905,FALSE
and the challenge of transitioning to a zero-carbon economy must be managed in a way that does not hurt the least well-off,503,51421_201912,FALSE
Shutting Down Dead Banks: Anglo Irish Bank and Irish Nationwide have no further role to play in the Irish economy.,412,53520_201102,FALSE
Exporting Canadian LNG to replace coal can lower global emissions.,416.2,62623_201910,FALSE
"Working with our AUKUS partners, the submarines will give our Navy unparalleled range and endurance to keep Australia safe.",104,63621_202205,FALSE
Protecting and restoring Australia’s coastal rivers and waterways.,501,63621_202205,FALSE
and for devolution of migration policy.,301,51902_201912,FALSE
Supporting our land stewards,H,63810_201905,FALSE
Participating farmers will receive a €300 weekly payment to implement a plan which meets environmental targets to reduce carbon output and carbon intensity.,703.1,53951_202002,FALSE
We will update planning and building control legislation and policies to ensure that at least 10% of all ‘new build’ housing developments meet Universal Design standards.,504,53320_201602,FALSE
Ils permettent à CSL International de payer à ses équipages des salaires inacceptables au Canada.,408,62901_200406,FALSE
Ensure the Barnett uplift in education gets to school budgets;,506,51903_201912,FALSE
"As well, Infrastructure Australia has delivered the first ever 15 Year National Infrastructure Plan.",411,63620_201607,FALSE
Investigate complaints from members of the public when it has not been possible to resolve them under section 9 of the Health Act 2004.,303,53520_200705,FALSE
"Australians, especially those in the regions, are struggling under mounting cost of living pressures, while business and consumer conﬁdence are at rock bottom.",402,63810_201309,FALSE
"$252.9 million for reef management and conservation – additional support for the Great Barrier Reef Marine Park Authority (GBRMPA) to reduce threats from crown-of-thorns starfish, implement advanced health monitoring systems and prevent illegal fishing.",501,63620_202205,FALSE
and will ensure that all veterans and their families receive the care and respect they have earned through their loyal service to America.,104,61620_201211,FALSE
Table Of Contents,NA,62420_201910,FALSE
And it has still not tackled the problem of the structural position of the Budget,414,63620_201309,FALSE
"Under the subsidy, eligible employers are able to receive payments based on the apprentice’s relevant award wage rates.",411,63620_201905,FALSE
"- Most votes in the House of Commons are now free votes, in which MPs can represent the views of their constituents as they see fit.",202,62420_200406,FALSE
A Canadian serves as the UN High Commissioner for Human Rights,107,62420_200601,FALSE
"In the meantime, water is the immediate problem, because both NSW and Queensland State  Governments have moved to reduce irrigation allocations without proper compensation.",703,63810_200111,FALSE
Improving social care,H,51620_201912,FALSE
and improve advice to government on improving maternity services for rural families.,504,63810_202205,FALSE
while rolling out cross-government technology platforms to cut costs and improve productivity – such as GOV.UK.,303,51620_201505,FALSE
