event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN4156,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wong Tai Sin,NA,Hong Kong - Wong Tai Sin,22.336,114.199,1,HK01,Subnational,"On 12 June 2020, over 100 people demonstrated at Wong Tai Sin Square in Wong Tai Sin District (Hong Kong), chanting anti-ELAB slogans. It was reported that police were on alert outside the square but did not intervene. This was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,crowd size=over 100,1611094732
CHN4148,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,HK01,Subnational,"On 12 June 2020, at least 7 people of a pro-establishment group demonstrated outside the British Consulate-General Hong Kong in Central and Western District (Hong Kong), condemning the British government for interfering in China's internal affairs, stating that the rights of the British people to Hong Kong had been terminated with the transfer of sovereignty. They also claimed that the British government's proposed amendments to British National (Overseas) passport holders were merely diplomatic rhetoric aimed at fooling Hong Kong people.",0,crowd size=at least 7,1611094732
CHN4150,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kowloon City,NA,Hong Kong - Kowloon City,22.305,114.187,1,HK01,Subnational,"On 12 June 2020, about 100 people (mostly students from Heung To Middle School, and a number of residents, and students from nearby secondary schools) demonstrated outside Heung To Middle School in Kowloon City District (Hong Kong), forming a human chain to protest against the school's decision not to renew the contract of a teacher. They held placards and chanted slogans to oppose the school's political repression and demand for an explanation. 30 police officers were present at the scene, warning the demonstrators that they were in violation of the COVID-19 restriction order. This was in response to the school not renewing the contract of an arts department teacher, allegedly on the grounds that her political stance was inconsistent with the school's philosophy and for failing to stop students from using the protest anthem 'Glory to Hong Kong' in a music exam.",0,crowd size=about 100,1611094732
CHN4149,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,Inmediahk.net,Subnational,"On 12 June 2020, more than 100 demonstrators gathered at Siu Sai Wan Complex, Eastern District (Hong Kong), where an exhibition was set up by four district councillors in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019. They sang 'Glory to Hong Kong', chanted anti-ELAB slogans as well as 'Hong Kong independence, the only way out'. It was reported that while the event was scheduled to end at 10pm, the police intervened at 8.30pm and called for the crowd to disperse, but allowed them to continue the gathering until 9pm upon the organiser's request. This was one of many demonstrations held for the same reason across Hong Kong on the same day.",0,crowd size=more than 100,1611094733
CHN4151,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kwun Tong,NA,Hong Kong - Kwun Tong,22.311,114.223,1,Ming Pao,Subnational,"On 12 June 2020, dozens of demonstrators held a 'Lunch with You' rally at Megabox in Kwun Tong District (Hong Kong), chanting anti-ELAB slogans and other slogans such as 'Survive and fight till the end' and 'No thugs, only tyranny'. About 20 police officers were stationed outside the mall but did not intervene. This was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,crowd size=dozens,1611094734
CHN4153,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Southern,NA,Hong Kong - Southern,22.248,114.153,1,The Stand News,Subnational,"On 12 June 2020, nearly 100 people (including a district councillor) gathered outside Stanley Prison in Southern District (Hong Kong), in solidarity with an anti-ELAB demonstrator who had been released from prison. They held banners and sang the anti-ELAB anthem 'Glory to Hong Kong'. The demonstrator had spent eight months in prison on charges for damaging the ticket machines at Mong Kok MTR Station during the anti-ELAB demonstrations last year.",0,crowd size=nearly 100,1611094736
CHN4155,12 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,Wen Wei Po,Subnational,"On 12 June 2020, a group of residents from Hong Kong's outlying islands demonstrated outside the Electoral Affairs Commission in Wan Chai District (Hong Kong), calling on the Commission to publish the new election guidelines as soon as possible, to ensure that the September Legislative Council elections can be conducted in an open and fair manner. They stated that during the district council elections in 2019, amid the anti-ELAB demonstrations, many candidates were violently treated with their campaign banners destroyed, and there was confusion and chaos on polling day. They urged the Commission to pay attention to the political situation and propose effective measures for the upcoming elections to close the loopholes in the guidelines.",0,crowd size=a group,1611094737
CHN9755,12 June 2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,Police Forces of China (2017-) Hong Kong Police Force,NA,1,16,NA,156,East Asia,China,Hong Kong,Yau Tsim Mong,NA,Hong Kong - Yau Tsim Mong,22.32,114.169,1,Ming Pao,Subnational,"On 12 June 2020, many citizens gathered outside Exit E1 at Mong Kok MTR Station in Yau Tsim Mong district (Hong Kong) (coded as Hong Kong - Yau Tsim Mong) to demonstrate on the one-year anniversary of the beginning of the anti-ELAB public demonstrations. Under the lead of a retired civil servant, the protesters expressed anti-police sentiments by chanting call-and-response slogans in a derogatory and disparaging tone. The civil servant was arrested when he ignored the police's call to disperse.",0,crowd size=many,1618940611
CHN4158,12 June 2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region,6,Police Forces of China (2017-) Hong Kong Police Force,NA,1,16,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,HK01; RTHK; The Stand News,Subnational,"On 12 June 2020, hundreds of people demonstrated outside SOGO Causeway Bay in Wan Chai District (Hong Kong). They chanted anti-ELAB slogans, held banners with the slogan 'Liberate Hong Kong, revolution of our time' and displayed photos from the anti-ELAB demonstrations. Demonstrators held up their mobile phone flashlights, and some people waved the British colonial flag. More than 100 people also gathered at Tin Hau MTR Station in the same district to sing 'Glory to Hong Kong'. Police were at the scene, broadcasting messages warning demonstrators to disperse, as they were in violation of the COVID-19 restriction order. After repeated warnings, the riot police fired pepper spray outside the Causeway Bay MTR Station. At least 20 people were arrested, including two district councillors. The police reported that a total of 43 people were arrested (28 men and 15 women) for the demonstrations held across Hong Kong in the evening.",0,crowd size=hundreds,1687985750
CHN4142,11 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.329,114.159,1,HK01,Subnational,"On 11 June 2020, 3 demonstrators held a 'Lunch with You' rally and marched from Hong Kong Industrial Centre to the Lai Chi Kok Reception Centre, waving the British colonial flag and chanting slogans for 'No thugs, only tyranny' and 'Five demands, not one less'. The police officers stationed at the reception centre performed a search and ID check on the demonstrators and reporters, but otherwise did not intervene.",0,crowd size=3,1611094732
CHN4141,11 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 11 June 2020, many groups (including Justice Complaints) demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), to condemn the US government's interference in the internal affairs of China and Hong Kong. They held banners and chanted slogans during the demonstration, criticising the US government for undermining the 'One Country, Two Systems', colluding with anti-China figures, and creating unwarranted fear around the legislation of the national security law in damaging Hong Kong's status as an international financial hub.",0,crowd size=many groups,1611094737
CHN4140,11 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Teachers (China); HKPTU: Hong Kong Professional Teachers' Union,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.322,114.177,3,Ming Pao,Subnational,"On 11 June 2020, at least 4 members of the Hong Kong Professional Teachers' Union held a press conference in Hong Kong, criticising the notice recently issued by the Education Bureau, which stated that newly recruited teachers are required to receive relevant professional ethics trainings provided by the Bureau. The group held placards and argued that the training programme had not been consulted with the industry, and some training arrangements do not follow the recommendations by the Task Force on Professional Development of Teachers. They urged the Education Bureau to withdraw their decision.",0,crowd size=at least 4,1631034599
CHN4135,10 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,HK01; Wen Wei Po,Subnational,"On 10 June 2020, at least 14 people from pro-establishment groups (including at least 8 members of the DAB and 1 district councillor) demonstrated outside the Electoral Affairs Commission in Wan Chai District (Hong Kong). They called for the Commission to issue guidelines in response to the unfair elections in last year's district council elections, establish a separate lane for elderly voters, use electronic ballots to prevent counterfeit votes, and authorise officials to be stationed at voting stations to supervise the voting process. In addition, 8 groups of people also demonstrated and petitioned outside the Commission on the same day, calling on the Commission to announce the election guidelines as soon as possible.",0,crowd size=at least 14 and 8 groups,1611094729
CHN4134,10 June 2020,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (China),NA,3,Civilians (China),Journalists (China); Women (China),7,37,Civilian targeting,156,East Asia,China,Hong Kong,Islands,NA,Hong Kong - Islands,22.287,113.942,1,Inmediahk.net,Subnational,"On 10 June 2020, a middle-aged pro-establishment man attacked a female online media reporter at Citygate, Tung Chung in Islands District (Hong Kong). The reporter was at the scene filming two demonstrators who held a 'Lunch with You' rally at the mall, when the man, who was allegedly unhappy with the demonstration, attacked the reporter. The man was arrested by the police, while the reporter was sent to the hospital for treatment.",0,NA,1611094733
CHN4129,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kwai Tsing,NA,Hong Kong - Kwai Tsing,22.367,114.133,1,Apple Daily Hong Kong,Subnational,"On 9 June 2020, dozens of demonstrators held a 'Lunch with You' rally at Kwai Ching Shopping Centre in Kwai Tsing District (Hong Kong). They sang songs and held up the gesture calling for the five demands.",0,crowd size=dozens,1611094731
CHN4131,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,Apple Daily Hong Kong,Subnational,"On 9 June 2020, about 10 demonstrators held a 'Lunch with You' rally at Revenue Tower in Wan Chai District (Hong Kong). They chanted anti-ELAB slogans and sang songs. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,crowd size=about 10,1611094731
CHN4128,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,Apple Daily Hong Kong,Subnational,"On 9 June 2020, about 50 demonstrators held a 'Lunch with You' rally at Taikoo Shing in Eastern District (Hong Kong). They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted slogans calling 'Hongkongers, build our nation'. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,crowd size=about 50,1611094731
CHN4130,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kwun Tong,NA,Hong Kong - Kwun Tong,22.311,114.223,1,Ming Pao,Subnational,"On 9 June 2020, more than 150 demonstrators held a 'Lunch with You' rally at apm in Kwun Tong District (Hong Kong). They held banners calling for the five demands, and sang the anti-ELAB protest anthem 'Glory to Hong Kong'. In addition, 20 girls held a 'Lunch with You' rally at Megabox in the same district, holding banners during the demonstration. These were two of the 'Lunch with You' rallies held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,crowd size=more than 170,1611094734
CHN4125,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Students (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Ming Pao,Subnational,"On 9 June 2020, about 20 demonstrators held a 'Lunch with You' rally at Landmark in Central and Western District (Hong Kong). They chanted anti-ELAB slogans and sang 'Glory to Hong Kong'. A pro-establishment man got into an altercation at the atrium of the mall, as he accused demonstrators of being 'traitors' for causing conflict in the city. Security guards separated the man from the rest of the group and asked him to leave. A student in uniform also participated in the demonstration, holding a placard for 'Young Lives Matter'. This was one of the 'Lunch with You' rallies held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,crowd size=about 20,1611094734
CHN4132,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Students (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wong Tai Sin,NA,Hong Kong - Wong Tai Sin,22.336,114.199,1,Oriental Daily,Subnational,"On 9 June 2020, dozens of demonstrators (including students wearing their uniforms) held a 'Lunch with You' rally at Mikiki in Wong Tai Sin District (Hong Kong). They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted slogans. Students in their uniforms also held banners and marched around the mall during the demonstration. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,crowd size=dozens,1611094734
CHN4133,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; DP: Democratic Party (Hong Kong); Hong Kong Labour Party,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wong Tai Sin,NA,Hong Kong - Wong Tai Sin,22.336,114.199,1,The Stand News,Subnational,"On 9 June 2020, members of a concern group (formed by Wong Tai Sin district councillors, including members of the Democratic Party and Labour Party) demonstrated outside the district council office in Wong Tai Sin District (Hong Kong), condemning the political suppression by the Home Affairs Department. This was in response to the District Office which stated that it had reservations about the concern group's authority to host its first meeting which was scheduled on the same day, and refused to provide a venue, secretariat support, or send government officials to attend the meeting. The meeting was originally scheduled to be held in commemoration of the first anniversary of the June 9th anti-ELAB march last year, and would be focused on police law enforcement and police brutality.",0,crowd size=no report,1611094736
CHN4127,09 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 9 June 2020, at least 8 people from a number of civic groups demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), criticising the US government for interfering with the legislation of the national security law in Hong Kong, on the grounds that this is the internal affairs of China and no foreign government had the right to interfere. They urged the US government to instead respond to the demonstrations that broke out in many areas in the United States.",0,crowd size=at least 8,1611094737
CHN4126,09 June 2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,Police Forces of China (2017-) Hong Kong Police Force,NA,1,16,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,HK01; Ming Pao,Subnational,"On 9 June 2020, more than 1,000 demonstrators held a protest march from Chater Garden to the Court of Final Appeal in Central and Western District (Hong Kong), in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march. During the demonstration, they chanted slogans and sang the anti-ELAB protest anthem 'Glory to Hong Kong'. The police reported that demonstrators blocked multiple lanes along Queen's Road and Ice House Street. The police fired pepper balls when demonstrators stopped at Des Voeux Road and raised their umbrellas while moving towards the police. Pepper balls were fired a second time at around 10pm when demonstrators walked out onto Des Voeux Road. A total of 57 people (38 men and 19 women, including 2 district councillors) were arrested.",0,"crowd size=more than 1,000",1687985750
CHN4118,08 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Ming Pao,Subnational,"On 8 June 2020, at least 5 members of the 'Tuen Mun Waldorf Avenue Merchants Association' under the HKFTU demonstrated at Cheung Kong Center in Central and Western District (Hong Kong), urging Cheung Kong (Holdings) Limited to follow the Housing Authority in providing non-residential tenants at all of its shopping malls a 50 per cent rent reduction for a period of six months. They chanted slogans calling for the organisation to 'save merchants, support the economy, and save livelihoods'. The group stated that merchants had been severely impacted by the coronavirus as people reduced their consumption.",0,crowd size=5,1611094734
CHN4120,08 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Yau Tsim Mong,NA,Hong Kong - Yau Tsim Mong,22.32,114.169,1,Ming Pao,Subnational,"On 8 June 2020, three demonstrators held a 'Lunch with You' rally at Olympian City 2 in Yau Tsim Mong District (Hong Kong). They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and held up the gesture calling for the five demands.",0,crowd size=3,1611094734
CHN4119,08 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Federation of Public Housing Estates; DP: Democratic Party (Hong Kong),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kowloon City,NA,Hong Kong - Kowloon City,22.305,114.187,1,RTHK,Subnational,"On 8 June 2020, at least 7 members of the Democratic Party and Federation of Public Housing Estates demonstrated outside the Housing Department in Kowloon City District (Hong Kong), urging the Housing Department to freeze rents or waive rents for public housing, and improve its existing rental assistance scheme. They stated that unemployment rate had increased to 5.2 per cent due to the coronavirus, and the authorities should waive rental fees for families with no income.",0,crowd size=at least 7,1611094735
CHN4114,07 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Studentlocalism; Students (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Yau Tsim Mong,NA,Hong Kong - Yau Tsim Mong,22.32,114.169,1,Ming Pao; Sing Tao Daily,Subnational,"On 7 June 2020, more than 100 people participated in a demonstration organised by student organisations Studentlocalism and Ideologist HK at the Tsim Sha Shui Clock Tower in Yau Tsim Mong District (Hong Kong), chanting slogans from time to time. Some demonstrators also held up the gesture calling for the five demands. It was reported that two student organisations had initially planned a protest march to promote another parade to be held on 16 June, and oppose the national security act. The march was brought forward to 7 June and turned into a street booth demonstration after it was rejected by the police. Dozens of police were present at the scene, but did not intervene.",0,crowd size=more than 100,1611094729
CHN4113,07 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats; Protesters (International),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Apple Daily Hong Kong,Subnational,"On 7 June 2020, more than 10 members of the League of Social Democrats and several foreigners demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), to protest against police brutality and racial discrimination in the United States, following the death of George Floyd. They held placards, kneeled on one knee in solidarity with the events in the United States. The group also criticised police brutality in Hong Kong.",0,crowd size=more than 10,1611094731
CHN8543,07 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Ta Kung Pao,Subnational,"On 7 June 2020, at least 8 members of the Kwai Tsing community concern group, including a DAB member, demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong) to condemn the US government's interference in the internal affairs of China and Hong Kong, especially with the National Security Law in Hong Kong.",0,crowd size=at least 8,1611094735
CHN4067,06 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Civil Force (Hong Kong); Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 6 June 2020, 6 people (including a member of Civil Force and a member of the Public Affairs Forum at the Home Affairs Bureau) demonstrated outside the British Consulate-General in Hong Kong in Central and Western District (Hong Kong). They held banners and the Chinese national flag, and read a statement on 'I am Chinese' before ripping apart their British National (Overseas) passport during the demonstration. This was in response to the statement by the UK Prime Minister that the British government would change their immigration rules and allow BNO passport holders from Hong Kong to go to the UK for a renewable period of 12 months and be given further immigration rights, if China imposes its national security law on Hong Kong. The demonstrators stated that the statement was merely 'lip service', to undermine the national identity of Hong Kong people.",0,crowd size=6,1611094737
CHN4066,05 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Channel News Asia,International,"On 5 June 2020, between dozens and about 50 people held a 'Lunch with You' rally at IFC mall in Central and Western District (Hong Kong). They chanted slogans, held banners with slogans for 'Hong Kong Independence' and 'Liberate Hong Kong, revolution of our times', and also sang the anti-ELAB protest anthem 'Glory to Hong Kong'. It was reported that the police were on alert outside the mall but did not intervene.",0,crowd size=between dozens and about 50,1611094731
CHN4064,05 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Ming Pao,Subnational,"On 5 June 2020, dozens of sightseeing bus drivers demonstrated and petitioned at the Tourism Commission located at the government headquarters in Central and Western District (Hong Kong), against the loopholes in the application process for the Anti-Epidemic Fund for sightseeing bus drivers. They stated that a large number of bus drivers had not been able to apply for the Anti-Epidemic Fund as they had not received a confirmation letter from their former employers.",0,crowd size=dozens,1611094734
CHN8521,05 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,Ta Kung Pao,Subnational,"On 5 June 2020, at least 8 citizens and members of Justice Alliance demonstrated at the Hong Kong Police Headquarters in Wan Chai District (Hong Kong) against Jimmy Lai (founder of Next Digital), who protested with other pro-democracy activists at Victoria Park the day before in commemoration of the anniversary of the 1989 Tiananmen Square Protests in defiance a COVID-19 restriction order on public gatherings.",0,crowd size=at least 8,1611094735
CHN8560,05 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Ta Kung Pao,Subnational,"On 5 June 2020, citizens demonstrated at the government headquarters in Central and Western District (Hong Kong) against Jimmy Lai (founder of Next Digital), who protested with other pro-democracy activists at Victoria Park the day before in commemoration of the anniversary of the 1989 Tiananmen Square Protests in defiance a COVID-19 restriction order on public gatherings. Demonstrators also criticised them for supporting Hong Kong independence.",0,crowd size=no report,1611094735
CHN4065,05 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Wen Wei Po,Subnational,"On 5 June 2020, several groups (including New Millenarian) demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), to condemn the United States for the double standards on democracy and human rights, and the US government's interference in the internal affairs of China. The group New Millenarian marched from Chater Garden to the Consulate General during the demonstration.",0,crowd size=several groups,1611094737
CHN4051,04 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.281,114.16,1,Apple Daily Hong Kong; HK01,Subnational,"On 4 June 2020, following the candlelight vigil, 8 members of the League of Social Democrats gathered at the Hong Kong Liaison Office to demonstrate, condemning the brutal repression of the Communist Party of China. They called for the party to be held accountable for the events during the 1989 Tiananmen Square Protests, release of all political prisoners, a thorough investigation of the June 4th crackdown, a repeal of the national security law, and an end to the one-party dictatorship. More than 50 police officers were on alert at the Liaison Office.",0,crowd size=8,1611094729
CHN4058,04 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China; Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.278,114.175,1,South China Morning Post; The Stand News,Subnational,"On 4 June 2020, thousands of people gathered at Victoria Park in Wan Chai District (Hong Kong), in commemoration of the 31st anniversary of the 1989 Tiananmen Square Protests. The event was organised and also attended by members of The Alliance. Despite the police ban, crowds pushed over the metal barriers along the perimeter to block entry into the park. They sang pro-democracy songs, waving 'Hong Kong independence' flags and chanting slogans calling for independence. They also chanted anti-ELAB slogans and other slogans calling the Chinese government to release dissidents, demanding for accountability for the Tiananmen events and a democratic China.",0,crowd size=thousands,1611094729
CHN4059,04 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Catholic Christian Group (China); Five Demands Movement,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wong Tai Sin,NA,Hong Kong - Wong Tai Sin,22.336,114.199,1,Apple Daily Hong Kong; HK01,Subnational,"On 4 June 2020, more than 400 people held a mass at the Saint Bonaventure Church in Wong Tai Sin District (Hong Kong), in commemoration of the 31st anniversary of the 1989 Tiananmen Square Protests. They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and held up the gesture calling for the five demands. It was reported all six parishes across Hong Kong held a mass to pray and mourn for the victims from the 1989 protests.",0,crowd size=more than 400,1611094729
CHN4052,04 June 2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.282,114.221,1,HK01,Subnational,"On 4 June 2020, about 20 people held a candlelight vigil near Tai Koo MTR Station in Eastern District (Hong Kong), in commemoration of the 31st anniversary of the 1989 Tiananmen Square Protests. Some people lit candles lined up in the numbers for 6 and 4. Due to the police ban for people to gather at Victoria Park where it has been held annually, multiple events were instead held across different districts in Hong Kong this year.",0,crowd size=about 20,1611094732
