event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN10786,2021-11-11,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Kowloon City,NA,Hong Kong - Kowloon City,22.3052,114.187,1,HK01,Subnational,"On 11 November 2021, the Society for Community Organization representatives held placards and demonstrated during a meeting with the Housing Authority in Ho Man Tin, Kowloon City district (Hong Kong) (code as Hong Kong - Kowloon City). They demand a shorter waiting time for over 10,000 single applicants who were waiting for public housing.",0,crowd size=no report,1637078691
CHN10787,2021-11-10,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Wen Wei Po (Print),Subnational,"On 10 November 2021, DAB members protested at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong - Central and Western), calling for a price freeze for electricity after the city's two electricity providers announced an extra HK$20 to HK24 for monthly power bills next year. They also demanded energy subsidies for subdivided flat tenants and low-income people.",0,crowd size=no report,1637078691
CHN10788,2021-11-10,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.2821,114.2213,1,Wen Wei Po (Print),Subnational,"On 10 November 2021, Defend Hong Kong Campaign representatives protested at the ICAC Headquarters in Eastern district (Hong Kong) (coded as Hong Kong - Eastern), demanding an investigation into a former district legislator for his online speech of encouraging people to cast blank votes in the next legislative election.",0,crowd size=no report,1637078691
CHN10784,2021-11-09,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.3289,114.1586,1,HKFP,Subnational,"On 9 November 2021, the Society for Community Organization representatives accompanied seven rough sleepers to protest outside the Small Claims Tribunal in Sham Shui Po district (Hong Kong) (coded as Hong Kong - Sham Shui Po). They demanded compensation ranging from HK$2,000 to HK$13,290 from the government after the rough sleepers' belongings were tossed away by police and street cleaners in December 2019. They carried a banner to express their demands.",0,crowd size=at least 8,1637078691
CHN10785,2021-11-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Ming Pao,Subnational,"On 6 November 2021, Democratic Party representatives and online purchase scam victims carried placards and held a press conference in Hong Kong to protest increasing online purchase scams on the Facebook platform. They called for new laws to require online retail marketplaces to disclose seller information to combat online purchase scams.",0,crowd size=no report,1637078691
CHN10764,2021-11-04,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sha Tin,NA,Hong Kong - Sha Tin,22.3779,114.1981,1,Radio Free Asia,International,"On 4 November 2021, on the day of the graduation ceremony, university students demonstrated with placards inside the graduation hall and around the campus of the Chinese University of Hong Kong in Sha Tin district, Hong Kong (coded as Hong Kong - Sha Tin), against the university's involvement in student affairs. 10 students held a banner that read 'We graduated, but they can't' and waved placards to support the nine students who were sentenced to jail after participating 'the siege of No. 2 Bridge' in the 2019 protest. Some graduates put white ribbons on their gowns to mourn the now-disbanded student union, while others raised banners reading 'Mourn the Chinese University.'",0,crowd size=at least 10,1636471965
CHN10768,2021-11-03,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01; Wen Wei Po (Print),Subnational,"On 3 November 2021, at least 4 members belonging to pro-establishment civil groups protested at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong - Central and Western). They urged the Education Bureau to scrutinize teaching staff according to the 'patriots governing Hong Kong' principle in higher education institutions, preventing 'anti-China' members from taking educational roles. Members of Same Heart Hong Kong and 'Anti-Black Money, Anti-HK Independence Concern Group' joined the protest.",0,crowd size=at least 4,1636471964
CHN10767,2021-11-02,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 2 November 2021, civil groups petitioned and demonstrated at the Police Headquarters in Wanchai district (Hong Kong) (coded as Hong Kong - Wan Chai) against a self-exiled former district legislator for his online speech of encouraging people to cast blank votes in the next legislative election. They accused him of violating the national security law.",0,crowd size=no report,1636471965
CHN10756,2021-11-02,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.2821,114.2213,1,Ta Kung Pao,Subnational,"On 2 November 2021, Defend Hong Kong Campaign representatives protested at the ICAC Headquarters in Eastern district (Hong Kong) (coded as Hong Kong - Eastern), demanding the authorities to investigate a self-exiled former district legislator for his income source.",0,crowd size=no report,1636471965
CHN11021,2021-11-02,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 2 November 2021, four people, including Professional Power representatives and Saigon district councilors, staged a protest and submitted petitions at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong - Central and Western) as the government is studying the relocation of the Yau Tong Concrete Plant to Area 137 in Tseung Kwan O. Concerning environmental damage, they opposed the proposal and urged the authorities to develop a cement plant in a sealed cavern scheme to reduce environmental pollution.",0,crowd size=4,1680633603
CHN10763,2021-11-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Politihk Social Strategic,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,HKFP,Subnational,"On 1 November 2021, members of the pro-establishment group Politihk Social Strategic gathered outside the District Court in Wanchai district (Hong Kong) (coded as Hong Kong - Wan Chai) ahead of a trial. They protested a pro-democracy media tycoon, one of the eight pro-democracy figures attending court who were accused of involvement in a banned Tiananmen Massacre vigil in 2020. They held a banner reading, 'Stirring up trouble in Hong Kong, colluding with foreign forces, must result in imprisonment.'",0,crowd size=no report,1636471965
CHN10771,2021-10-31,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (China),NA,6,Police Forces of China (2012-),NA,1,16,NA,156,East Asia,China,Hong Kong,Yau Tsim Mong,NA,Hong Kong - Yau Tsim Mong,22.3201,114.1692,1,HKFP,Subnational,"On 31 October 2021, 4 pro-democracy protesters displayed a banner in Mong Kok district, Hong Kong (coded as Hong Kong - Yau Tsim Mong), demanding genuine universal suffrage. Police arrested all of them on suspicion of 'seditious intent' and seized a banner suspected of breaching the national security law.",0,crowd size=4,1636471965
CHN10749,2021-10-28,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China); Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sha Tin,NA,Hong Kong - Sha Tin,22.3779,114.1981,1,HK01,Subnational,"On 28 October 2021, vendors, joined by a Sha Tin district councilor, carried placards and protested at Sha Tin Government Offices in Sha Tin district, Hong Kong (coded as Hong Kong - Sha Tin). They opposed the demolition of Fo Tan's East and West Cooked Food Markets and demanded to relocate the food markets.",0,crowd size=no report,1635868631
CHN10750,2021-10-27,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 27 October 2021, a coalition of various tourism industry associations protested at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong - Central and Western), demanding a restoration of cross-border travel with the mainland and Macau as a way to boost tourism. The city's borders largely closed to pursue a zero-coronavirus strategy.",0,crowd size=no report,1680633865
CHN10747,2021-10-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 26 October 2021, around 30-40 construction workers working for a redevelopment project at Queen Mary Hospital blocked a section of Pok Fu Lam Road outside the hospital in Western District, Hong Kong (coded as Hong Kong - Central and Western) in a labor dispute, leading to congestion in the area. They dispersed peacefully after an hour and began a talk with the sub-contractor.",0,crowd size=around 30-40,1635868631
CHN10744,2021-10-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Eastern,NA,Hong Kong - Eastern,22.2821,114.2213,1,HKFP,Subnational,"On 26 October 2021, 3 members of the League of Social Democrats rallied outside the Eastern Law Court Building in Sai Wan Ho, Eastern district (Hong Kong) (coded as Hong Kong - Eastern), ahead of a court session. They supported the former spokesperson of the now-disbanded Civil Human Rights Front, who was sentenced to three months in jail after pleading guilty to offenses linked to a 2019 protest. They carried a banner that read, 'Human rights above political regime. Peaceful protest is not a crime.'",0,crowd size=3,1635868631
CHN10745,2021-10-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Inmediahk.net,Subnational,"On 26 October 2021, members of the League of Social Democrats protested at the Government Headquarters in Central district (Hong Kong) (coded as Hong Kong - Central and Western) against the Chief Executive's policy address delivered on 6 October 2021. They argued that the massive plan for a northern metropolis and the Lantau Tomorrow Vision plan was a waste of resources and a cause of environmental damage.",0,crowd size=no report,1680633599
CHN10746,2021-10-25,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Inmediahk.net,Subnational,"On 25 October 2021, representatives from a cross-industry coalition called 'Alliance for Regulating Heating Tobacco' carried placards and held a press conference in Hong Kong against the government's decision of banning the import, sale, and manufacture of electronic cigarettes and heated tobacco. They argued that the ban would encourage smokers to choose traditional cigarettes and would aggravate black-market activities. Representatives of the Hong Kong Newspaper Hawker Association, Coalition of Hong Kong Newspaper and Magazine Merchants, Heated Tobacco Concern Group HK, and Hong Kong Travel Agent Owners Association joined the protest.",0,crowd size=no report,1635868631
CHN10752,2021-10-25,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Wen Wei Po (Print),Subnational,"On 25 October 2021, New Millenarian members protested at Consulate General of the United States, Hong Kong and Macau at Chater Garden in Central (Hong Kong) (coded as Hong Kong - Central and Western) against the perceived U.S.'s political intervention in Hong Kong affairs, including condemnation of disqualification of pro-democracy lawmakers in the city.",0,crowd size=no report,1635868632
CHN10751,2021-10-24,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Wen Wei Po (Print),Subnational,"On 24 October 2021, DAB lawmakers and a few customers carried placards and held a press conference in Hong Kong, calling for Consumer Council to facilitate the recalling of certain batches of ventilators due to safety and quality reasons. They held placards during the conference.",0,crowd size=no report,1635868632
CHN10730,2021-10-22,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Sham Shui Po,NA,Hong Kong - Sham Shui Po,22.3289,114.1586,1,The Stand News,Subnational,"On 22 October 2021, over 10 new mainland Chinese immigrants and Society for Community Organization representatives carrying placards protested in Sham Shui Po district, Hong Kong (coded as Hong Kong - Sham Shui Po), during a meeting with the director of the Equal Opportunities Commission. They protested verbal attacks and unfair treatment and discrimination experienced at the workplace and the community.",0,crowd size=over 10,1635265376
CHN10722,2021-10-21,2021,1,Strategic developments,Strategic developments,Other,Government of China (2017-) Hong Kong Special Administrative Region,NA,1,NA,NA,0,10,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Asian News International,International,"Other: On 21 October 2021, 16 pro-democracy district councilors were disqualified in Hong Kong after the Home Affairs Bureau ruled their oaths to uphold the Basic Law and bear allegiance to the Hong Kong government were 'invalid.' One district councilor had resigned voluntarily before the announcement. Following the oath ceremony, 49 district councilors had been ousted, leaving 60 pro-democracy councilors left in office.",0,NA,1635265375
CHN10725,2021-10-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China); HKFTU: Hong Kong Federation of Trade Unions,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 21 October 2021, Hong Kong Federation of Trade Unions representatives carrying placards and banners protested at Government Complex in Central district (Hong Kong) (Hong Kong) (coded as Hong Kong - Central and Western) to demand resumption of full-day in-person class arrangements, although schools did not reach the required 70 percent threshold of vaccinated students and teachers against coronavirus. They argued that students learn better at full-day classes while parents spend less on child care.",0,crowd size=no report,1680633865
CHN10726,2021-10-20,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 20 October 2021, members from various groups (including the Society for Community Organization and Kwun Tong Subdivided Flats Tenants Concern Group) and subdivided flats tenants protested outside the Legislative Council in Central district (Hong Kong) (coded as Hong Kong - Central and Western) amid a new bill passed to limit rent hikes of subdivided flats. They demanded that the government do more to control the starting rents of subdivided flats and prevent landlords from raising rents substantially before the amended law takes effect.",0,crowd size=no report,1635265375
CHN10724,2021-10-20,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,RTHK,Subnational,"On 20 October 2021, Hong Kong Construction Industry Employees General Union representatives carried placards and held a press conference in Hong Kong calling on the government to carry out more short-term projects to create jobs. The protest followed its announcement that the wages of 15 major occupations in the industry would remain unchanged for the third year in a row.",0,crowd size=no report,1635265376
CHN10727,2021-10-20,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,The Stand News,Subnational,"On 20 October 2021, members of the Hong Kong Subdivided Flats Concerning Platform carried placards and held a press conference in Hong Kong amid a new bill passed to limit rent hikes of subdivided flats. They demanded that the government do more to control the initial rental level of subdivided flats and prevent landlords from raising rents substantially before the amended law takes effect.",0,crowd size=no report,1635265376
CHN10729,2021-10-18,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFLU: Federation of Hong Kong and Kowloon Labour Unions; Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,The Stand News; Wen Wei Po (Print),Subnational,"On 18 October 2021, Federation of Hong Kong and Kowloon Labour Unions representatives carried placards and held a press conference in Hong Kong to call on employers to offer a salary increase of not less than 6 percent in the coming year.",0,crowd size=no report,1635265375
CHN10723,2021-10-16,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,HKFP,Subnational,"On 16 October 2021, 3 members of the League of Social Democrats rallied outside the District Court in Wan Chai, Hong Kong (coded as Hong Kong - Wan Chai), ahead of a court session. They supported seven democracy campaigners and former lawmakers who were sentenced to up to 12 months in prison, after they pleaded guilty to offenses linked to an unauthorized protest on 1 July 2020 against the newly-imposed national security law. They carried a banner that read, 'Peaceful protest is not a crime. Shame on political prosecution.'",0,crowd size=3,1635265375
CHN10731,2021-10-16,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,The Stand News,Subnational,"On 16 October 2021, representatives of the Third Side and travel industry protested and submitted petitions to the Office of the Chief Executive in Admiralty, Western district (Hong Kong) (coded as Hong Kong - Central and Western). They demanded the resumption of customs clearance for vaccinated travelers commuting between Hong Kong and the Mainland to accelerate the recovery of the tourism sector after the coronavirus outbreak. Members of the Hong Kong Travel Agent Owners Association and Hong Kong Tourism Association joined the protest.",0,crowd size=no report,1680633865
CHN10714,2021-10-15,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Yau Tsim Mong,NA,Hong Kong - Yau Tsim Mong,22.3201,114.1692,1,The Stand News; HK01,Subnational,"On 15 October 2021, taxi driver unions protested and submitted petitions to Transport Department at West Kowloon Government Offices in Yau Man Tai district, Hong Kong (coded as Hong Kong - Yau Tsim Mong), demanding the government to adopt timely measures to ensure a safe working environment for taxi drivers, including installing an inward-facing camera and plastic shield in taxi compartment. The Association For Taxi Industry Development, Motor Transport Workers General Union, CTOD Association, and Association Of Taxi Administrators joined the demonstration. The protest came after a taxi driver was killed by a passenger on 13 October 2021.",0,crowd size=no report,1634652301
CHN10728,2021-10-15,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Politihk Social Strategic,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,Wen Wei Po (Print),Subnational,"On 15 October 2021, Politihk Social Strategic representatives protested at the Police Headquarters in Wanchai district (Hong Kong) (coded as Hong Kong - Wan Chai) to demand a police investigation into Hong Kong Bar Association Chairman Paul Harris. They accused him of inciting anti-China sentiment in his book, and that might violate national security law.",0,crowd size=no report,1635265376
CHN10686,2021-10-08,2021,1,Strategic developments,Strategic developments,Other,Government of China (2017-) Hong Kong Special Administrative Region,DP: Democratic Party (Hong Kong),1,NA,NA,0,10,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,HKFP; RTHK,Subnational,"Other: On 8 October 2021, 16 district councilors, including a DP member, were disqualified in Hong Kong after the Home Affairs Bureau ruled their oaths to uphold the Basic Law and bear allegiance to the Hong Kong government were 'invalid.' A total of 33 district councilors had been ousted from their offices after their oaths were deemed invalid last month.",0,NA,1634046960
CHN10682,2021-10-07,2021,1,Strategic developments,Strategic developments,Other,Civilians (China),Students (China),7,NA,NA,0,70,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Wen Wei Po (Print); Deutsche Welle; HKFP,Subnational-International,"Other: On 7 October 2021, the Student Union of the Chinese University of Hong Kong, founded in 1971, announced its disbandment following increasing pressure from the university since the national security police had arrested eight students and alumni over a peaceful pro-democracy rally on its campus in December 2020.",0,NA,1634046960
CHN10691,2021-10-07,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NPP: New People's Party; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,HK01,Subnational,"On 7 October 2021, members of the Hong Kong Public Opinion Exchange Association carried placards and held a press conference in Hong Kong, calling on the disbandment of Falun Gong in Hong Kong. They cited a survey claiming that 70% of the interviewees answered that Falun Gong was an 'anti-Chinese organization disrupting Hong Kong' and 70% of the interviewees supported the application of the new National Security Law to ban Falun Gong. A New People's Party lawmaker also attended the event.",0,crowd size=no report,1634046961
CHN10692,2021-10-07,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,Wen Wei Po (Print),Subnational,"On 7 October 2021, Defend Hong Kong Campaign representatives protested at the Hong Kong Police Headquarters in Wan Chai District (Hong Kong) (coded as Hong Kong - Wan Chai), urging the national security police to investigate into Democratic Party for its financial source. They accused the party of conspiring with foreign forces to endanger national security and demanded its disbandment.",0,crowd size=no report,1634046961
CHN10689,2021-10-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); Government of China (2017-) Hong Kong Special Administrative Region; NTAS: New Territories Association of Societies,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 6 October 2021, 4 HKFTU representatives, including a lawmaker and the president of the New Territories Association of Societies, protested at the Government Headquarters, Central district (Hong Kong) (coded to Hong Kong - Central and Western), calling on the Chief Executive to come up with a timetable in her policy address to complete Article 23 legislation to counter foreign meddling. They also demanded new unemployment assistance, new laws against fake news, new housing plans, and other plans.",0,crowd size=4,1634046961
CHN10690,2021-10-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; NTAS: New Territories Association of Societies,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 6 October 2021, representatives of NTAS, including a legislative lawmaker, protested at the Government Headquarters, Central district (Hong Kong) (coded to Hong Kong - Central and Western), calling on the Chief Executive to come up with plans in her policy address to tickle housing shortage, youth poverty, and other social problems.",0,crowd size=no report,1634046961
CHN10688,2021-10-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 5 October 2021, representatives of Professional Power (a civic group) protested at the Government Headquarters, Central district (Hong Kong) (coded to Hong Kong - Central and Western). They urged the government to develop a new town at Tseung Kwan O Area 137 fill bank, claiming that the land could provide 100,000 homes and help solve a housing shortage.",0,crowd size=no report,1634046961
CHN10687,2021-10-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),ADPL: Hong Kong Association for Democracy and People's Livelihood; Government of China (2017-) Hong Kong Special Administrative Region,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Inmediahk.net,Subnational,"On 5 October 2021, a few elderly affected by the Tai Hang Sai Estate redevelopment project accompanied by an ADPL district councilor marched to the Office of the Chief Executive in Admiralty, Western district (Hong Kong) (coded as Hong Kong - Central and Western). They demanded the government relocate them to public estate around their community.",0,crowd size=a few,1634046961
CHN10681,2021-10-03,2021,1,Strategic developments,Strategic developments,Other,Civilians (China),HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China),7,NA,NA,0,70,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,Wen Wei Po (Print); Deutsche Welle; HKFP,Subnational-International,"Other: On 3 October 2021, the Hong Kong Confederation of Trade Unions disbanded in Hong Kong as it faced an intensified government crackdown and Beijing-backed media accusing it of a 'foreign agent.' The city's largest pro-democracy labor coalition represented 145,000 members from 97 associated groups covering a broad spectrum, including aviation, construction, catering, retail and social welfare. On 3 October 2021, two new labor unions established after the 2019 anti-extradition movements, the Union of Hong Kong Occupational Therapists and the Hong Kong Early Childhood Educators' Union, also disbanded.",0,NA,1634046960
CHN10693,2021-10-03,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 3 October 2021, pro-establishment citizen group 'Wah Ha Heritage' protested at the Registry of Trade Unions in Central district, Hong Kong (coded as Hong Kong - Central and Western). They demanded that the authority investigate the Hong Kong Journalists Association (HKJA), accusing HKJA of violating the Trade Unions Ordinance.",0,crowd size=no report,1634046961
CHN10694,2021-10-03,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 3 October 2021, pro-establishment citizen group 'Wah Ha Heritage' protested at the Hong Kong Police Headquarters in Wan Chai District (Hong Kong) (coded as Hong Kong - Wan Chai). They demanded that the police investigate the Hong Kong Journalists Association (HKJA), accusing HKJA of violating the national security law.",0,crowd size=no report,1634046961
CHN10671,2021-10-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,NA,NA,Hong Kong,22.3222,114.177,3,HKFP,Subnational,"On 1 October 2021, on Chinese National Day, 4 members of the LSD marched towards the Hong Kong Convention and Exhibition Centre in Wan Chai District, Hong Kong (coded as Hong Kong - Wan Chai), where the flag-raising ceremony and reception took place. They called for the release of political prisoners, including the 47 democrats charged under the national security law in connection with the democrats' unofficial primary election last July and the democracy in China. Upon arriving at the center, several dozen police officers surrounded them and kept them out of sight and earshot of officials attending a flag-raising ceremony.",0,crowd size=4,1633446272
CHN10676,2021-10-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Central and Western,NA,Hong Kong - Central and Western,22.2811,114.1598,1,The Stand News,Subnational,"On 1 October 2021, on Chinese National Day, pro-establishment groups 'Love Hong Kong Alliance', Proud & Wonderful Hong Kong, and 'Citizen Initiative' protested at the Government Headquarters, Central district (Hong Kong) (coded to Hong Kong - Central and Western), calling on the government to rename Victoria Park as 'People's Park' or 'National Memorial park.' They also chanted, 'Hong Kong adds oil, China adds oil, Chinese flag adds oil.' The Victoria Park, named after Queen Victoria of the UK with a statue of Queen Victoria erected at the main entrance, was a significant colonial heritage in the city.",0,crowd size=no report,1633446272
CHN10753,2021-09-30,2021,3,Demonstrations,Protests,Peaceful protest,Protesters (China),NA,6,NA,NA,0,60,NA,156,East Asia,China,Hong Kong,Wan Chai,NA,Hong Kong - Wan Chai,22.2776,114.175,1,Wen Wei Po (Print),Subnational,"Around 30 September 2021 (end of month), members of a citizen group, 'Protect Hong Kong Alliance,' protested at the Police Headquarters in Wanchai district (Hong Kong) (coded as Hong Kong - Wan Chai). They called on the police investigation into the Hong Kong Alliance in Support of Patriotic Democratic Movements of China for accusations of violating the national security law.",0,crowd size=no report,1635868632
